TransaccionID,TarjetaID,ComercioID,FechaHora,Monto,Ciudad,Canal
TRX014935,2607,81,2025-12-14 11:19:42,373.63,Cusco,App
TRX014936,525,16,2025-07-10 10:35:47,42.63,Trujillo,App
TRX014937,2365,73,2026-03-01 07:56:07,189.06,Piura,ATM
TRX014938,101,7,2026-05-16 18:54:40,17.0,Cusco,POS
TRX014939,1722,64,2025-11-27 07:04:11,119.97,Lima,Web
TRX014940,2365,45,2026-02-28 21:05:49,58.6,Lima,ATM
TRX014941,1460,48,2025-09-11 12:33:35,26.62,Trujillo,POS
TRX014942,2705,14,2026-05-05 15:18:19,155.48,Trujillo,App
TRX014943,6,52,2025-07-03 18:27:47,42.06,Arequipa,App
TRX014944,1183,75,2026-05-09 19:44:04,71.11,Cusco,ATM
TRX014945,620,34,2026-01-30 10:13:20,189.57,Arequipa,App
TRX014946,454,56,2025-10-19 20:00:08,235.19,Cusco,App
TRX014947,2687,22,2026-05-23 07:06:36,106.26,Lima,POS
TRX014948,1658,56,2026-01-15 17:00:18,21.03,Cusco,ATM
TRX014949,1581,85,2025-11-13 18:41:59,69.11,Lima,ATM
TRX014950,2688,72,2026-01-22 23:46:31,178.67,Cusco,App
TRX014951,1786,28,2025-09-22 07:20:56,399.82,Piura,ATM
TRX014952,415,3,2025-12-16 16:39:01,482.64,Piura,App
TRX014953,1260,73,2026-06-07 18:25:46,99.22,Trujillo,ATM
TRX014954,1551,25,2026-05-18 02:07:18,172.45,Arequipa,Web
TRX014955,694,100,2025-12-04 15:22:15,62.06,Trujillo,Web
TRX014956,2352,67,2026-06-02 21:35:26,401.02,Lima,POS
TRX014957,2543,88,2025-11-12 16:15:23,78.32,Piura,ATM
TRX014958,1609,46,2025-07-15 17:54:25,92.68,Arequipa,ATM
TRX014959,1942,51,2025-12-10 20:36:54,211.66,Cusco,ATM
TRX014960,1839,42,2026-03-05 06:41:23,110.49,Trujillo,Web
TRX014961,2980,10,2025-12-26 16:40:29,75.09,Cusco,POS
TRX014962,2145,21,2025-12-17 11:11:06,34.78,Cusco,POS
TRX014963,2605,42,2025-12-13 08:16:42,453.91,Lima,App
TRX014964,1435,92,2025-11-25 08:43:18,214.83,Trujillo,Web
TRX014965,1390,26,2025-09-08 12:25:03,71.94,Arequipa,ATM
TRX014966,1732,10,2025-07-29 10:36:16,177.91,Cusco,ATM
TRX014967,2034,5,2025-07-08 13:33:32,31.53,Trujillo,Web
TRX014968,2656,16,2025-08-23 00:38:08,89.01,Lima,Web
TRX014969,3032,29,2026-01-02 08:53:41,189.97,Cusco,Web
TRX014970,1907,12,2025-06-12 00:36:48,35.69,Lima,ATM
TRX014971,376,62,2025-07-11 05:10:43,170.35,Arequipa,POS
TRX014972,545,57,2026-02-20 21:05:49,473.45,Lima,Web
TRX014973,2645,84,2025-10-02 16:56:39,163.91,Arequipa,Web
TRX014974,2024,75,2025-10-05 00:04:10,160.89,Cusco,App
TRX014975,2241,38,2026-03-22 06:20:09,79.93,Piura,ATM
TRX014976,857,36,2025-12-21 20:37:10,64.2,Piura,ATM
TRX014977,2750,98,2026-02-19 09:41:02,17.76,Arequipa,ATM
TRX014978,364,28,2025-08-13 23:50:33,21.16,Piura,Web
TRX014979,1462,90,2025-06-17 05:32:34,160.37,Cusco,ATM
TRX014980,2509,19,2025-09-10 03:59:18,261.71,Cusco,ATM
TRX014981,2678,57,2025-10-17 01:23:57,73.81,Lima,POS
TRX014982,450,69,2025-06-14 06:33:45,37.81,Cusco,ATM
TRX014983,1414,35,2026-04-18 07:34:45,183.91,Piura,Web
TRX014984,1239,20,2025-07-26 10:45:42,151.3,Piura,POS
TRX014985,2939,81,2025-07-04 16:03:48,136.52,Cusco,App
TRX014986,2671,47,2026-02-21 02:45:27,35.35,Cusco,POS
TRX014987,19,8,2025-11-28 11:52:51,31.44,Arequipa,POS
TRX014988,1259,49,2025-08-30 00:24:51,13.92,Lima,POS
TRX014989,281,86,2026-03-25 15:24:38,91.08,Trujillo,POS
TRX014990,2126,63,2025-06-29 05:20:45,1.58,Lima,Web
TRX014991,2935,33,2026-05-09 20:17:05,163.55,Piura,ATM
TRX014992,2637,14,2026-01-14 23:18:18,93.48,Cusco,Web
TRX014993,2472,75,2025-10-04 03:11:55,11.22,Trujillo,ATM
TRX014994,1945,6,2026-03-25 23:40:00,55.94,Lima,App
TRX014995,2851,95,2026-03-23 04:28:11,108.41,Arequipa,Web
TRX014996,1980,86,2026-01-07 13:27:27,98.6,Piura,POS
TRX014997,66,44,2025-11-02 02:38:31,6.93,Cusco,ATM
TRX014998,1403,5,2025-09-30 22:51:57,62.07,Trujillo,Web
TRX014999,1688,65,2026-02-06 05:30:00,22.96,Arequipa,Web
TRX015000,2597,54,2025-12-28 16:09:38,238.95,Arequipa,Web
TRX015001,624,17,2025-12-22 15:27:21,116.24,Cusco,App
TRX015002,2104,96,2026-03-15 14:03:58,13.01,Piura,Web
TRX015003,549,91,2026-03-17 14:29:19,93.19,Piura,POS
TRX015004,2783,52,2026-05-14 06:35:11,104.78,Trujillo,Web
TRX015005,1659,30,2026-04-23 11:16:50,13.8,Arequipa,ATM
TRX015006,1587,43,2025-10-31 07:38:49,29.73,Trujillo,POS
TRX015007,1989,18,2026-04-30 12:14:06,72.46,Arequipa,ATM
TRX015008,1119,43,2026-03-17 21:44:43,56.73,Lima,POS
TRX015009,240,73,2026-01-13 21:21:02,680.86,Lima,Web
TRX015010,1129,18,2026-05-02 19:38:30,121.91,Cusco,POS
TRX015011,179,37,2025-08-29 22:08:36,220.0,Trujillo,Web
TRX015012,1940,71,2026-04-03 15:33:43,27.13,Lima,App
TRX015013,895,50,2025-07-17 11:27:51,558.01,Lima,App
TRX015014,2648,23,2025-10-11 01:22:48,117.21,Arequipa,Web
TRX015015,1637,67,2025-07-23 04:10:04,4.21,Piura,Web
TRX015016,105,47,2026-02-13 17:59:07,14.42,Cusco,ATM
TRX015017,1724,47,2026-03-12 02:16:46,209.57,Cusco,App
TRX015018,145,94,2025-12-28 13:16:13,60.97,Arequipa,App
TRX015019,1398,73,2026-05-24 00:57:54,174.13,Cusco,App
TRX015020,2550,1,2025-12-04 13:40:33,36.13,Piura,ATM
TRX015021,1299,13,2026-02-21 02:45:39,5.18,Trujillo,App
TRX015022,754,49,2026-04-15 08:03:14,118.82,Cusco,POS
TRX015023,125,89,2025-09-26 01:51:25,193.96,Lima,Web
TRX015024,134,78,2026-06-06 20:54:54,304.37,Arequipa,ATM
TRX015025,2052,69,2026-01-14 14:41:36,238.37,Trujillo,ATM
TRX015026,2219,94,2025-09-19 20:11:31,206.63,Lima,ATM
TRX015027,2403,28,2025-09-20 13:22:56,223.93,Piura,POS
TRX015028,2821,50,2025-06-26 00:36:02,15.99,Lima,Web
TRX015029,2045,45,2026-04-20 16:07:16,34.1,Arequipa,ATM
TRX015030,1205,6,2026-02-02 19:10:28,180.27,Lima,App
TRX015031,1361,74,2025-07-10 17:17:53,197.17,Arequipa,App
TRX015032,1203,97,2025-10-07 10:15:31,77.52,Trujillo,POS
TRX015033,2533,14,2026-01-29 04:50:39,36.44,Piura,ATM
TRX015034,1844,54,2025-09-14 01:53:59,69.71,Lima,Web
TRX015035,991,57,2026-02-18 19:20:50,17.13,Lima,ATM
TRX015036,2325,82,2026-02-03 05:29:54,158.05,Lima,ATM
TRX015037,459,50,2026-02-16 00:15:46,66.68,Lima,ATM
TRX015038,184,61,2026-06-06 12:34:07,68.49,Trujillo,App
TRX015039,1141,52,2026-04-15 17:49:30,53.96,Lima,POS
TRX015040,1294,77,2026-05-31 14:04:58,206.75,Lima,POS
TRX015041,2670,36,2026-05-03 14:57:19,30.66,Piura,ATM
TRX015042,2206,32,2026-02-22 20:59:41,10.63,Trujillo,App
TRX015043,1093,35,2026-05-06 19:10:55,94.22,Lima,POS
TRX015044,469,46,2025-10-07 00:02:56,118.04,Piura,App
TRX015045,1524,99,2025-09-16 09:58:47,118.18,Cusco,App
TRX015046,1680,58,2025-10-23 12:35:29,107.27,Trujillo,ATM
TRX015047,646,80,2025-07-11 17:54:45,61.83,Trujillo,POS
TRX015048,1654,13,2025-11-06 19:31:21,191.33,Arequipa,POS
TRX015049,796,91,2026-03-10 20:01:20,126.47,Cusco,Web
TRX015050,546,5,2026-06-06 03:09:37,219.71,Cusco,Web
TRX015051,1318,80,2025-10-13 16:28:46,164.58,Trujillo,ATM
TRX015052,1297,17,2025-11-07 20:10:49,67.03,Cusco,POS
TRX015053,835,23,2026-03-02 22:25:49,337.43,Trujillo,Web
TRX015054,1809,38,2025-10-15 13:16:05,47.96,Cusco,ATM
TRX015055,2255,45,2025-10-08 05:07:51,234.72,Cusco,ATM
TRX015056,108,86,2026-03-05 19:05:07,26.97,Trujillo,ATM
TRX015057,1810,3,2026-04-02 17:45:31,116.09,Cusco,Web
TRX015058,1120,20,2026-03-29 19:37:47,124.06,Cusco,ATM
TRX015059,1963,24,2026-05-24 16:38:42,22.13,Piura,Web
TRX015060,1179,16,2025-10-05 19:10:28,5.78,Cusco,Web
TRX015061,1232,40,2026-02-17 15:49:05,2.63,Arequipa,POS
TRX015062,1339,54,2026-02-16 21:58:54,30.98,Trujillo,POS
TRX015063,2627,42,2025-07-19 06:12:31,82.47,Lima,ATM
TRX015064,2718,76,2025-06-23 17:39:22,115.89,Piura,Web
TRX015065,1835,39,2025-12-13 19:14:06,64.56,Piura,ATM
TRX015066,2836,16,2025-12-22 03:31:13,209.05,Lima,ATM
TRX015067,210,5,2025-09-21 22:42:05,472.0,Piura,App
TRX015068,505,72,2025-12-29 02:13:45,46.61,Lima,Web
TRX015069,579,15,2026-01-16 12:57:43,484.34,Trujillo,ATM
TRX015070,1871,27,2025-07-27 09:22:35,98.27,Trujillo,ATM
TRX015071,1201,100,2025-11-07 06:11:29,26.99,Cusco,Web
TRX015072,2717,30,2025-07-20 22:23:50,75.05,Lima,POS
TRX015073,2339,4,2026-02-21 00:10:23,161.42,Piura,ATM
TRX015074,182,44,2025-12-28 07:44:54,93.97,Piura,POS
TRX015075,1371,20,2025-08-29 07:02:02,11.46,Lima,ATM
TRX015076,721,10,2026-03-26 06:10:01,138.72,Piura,POS
TRX015077,1801,77,2025-12-04 03:22:50,374.71,Cusco,Web
TRX015078,1542,37,2025-10-27 17:32:30,0.95,Trujillo,POS
TRX015079,665,99,2026-03-03 09:45:14,19.0,Arequipa,ATM
TRX015080,144,96,2025-07-22 12:21:43,93.38,Piura,POS
TRX015081,815,65,2025-10-23 00:18:27,125.27,Arequipa,App
TRX015082,1803,80,2026-04-16 09:32:37,89.44,Trujillo,App
TRX015083,2501,69,2025-08-29 11:23:20,111.78,Piura,ATM
TRX015084,124,58,2026-05-17 05:48:47,42.49,Arequipa,POS
TRX015085,570,22,2025-07-14 23:38:37,33.87,Arequipa,App
TRX015086,713,80,2025-08-23 15:25:11,49.67,Piura,ATM
TRX015087,477,15,2026-02-16 16:26:05,74.87,Lima,Web
TRX015088,2504,78,2025-06-30 22:11:10,45.22,Arequipa,App
TRX015089,561,94,2025-07-07 10:48:15,0.08,Arequipa,App
TRX015090,664,65,2025-12-16 22:42:44,19.97,Trujillo,ATM
TRX015091,1133,3,2025-06-29 11:26:22,2.45,Arequipa,Web
TRX015092,2777,75,2026-01-30 16:34:46,40.98,Arequipa,ATM
TRX015093,109,69,2025-11-20 09:18:59,44.58,Lima,POS
TRX015094,675,57,2026-05-20 08:14:19,92.35,Piura,POS
TRX015095,170,68,2026-05-13 19:37:06,76.72,Arequipa,App
TRX015096,1296,20,2025-07-16 22:26:44,29.33,Piura,App
TRX015097,1497,67,2026-03-06 13:04:48,161.94,Piura,ATM
TRX015098,200,83,2025-10-31 07:35:39,7.57,Trujillo,ATM
TRX015099,2860,32,2026-02-20 23:11:41,150.29,Arequipa,ATM
TRX015100,7,71,2026-04-23 01:04:15,146.05,Piura,App
TRX015101,2995,64,2025-08-22 22:01:58,20.99,Piura,ATM
TRX015102,2204,66,2026-05-29 23:03:33,29.9,Cusco,POS
TRX015103,1195,46,2025-06-24 16:12:05,92.98,Trujillo,Web
TRX015104,565,68,2025-11-04 18:14:11,309.22,Trujillo,Web
TRX015105,659,98,2026-03-14 21:32:02,62.4,Cusco,ATM
TRX015106,2000,49,2025-12-17 01:45:28,117.88,Arequipa,Web
TRX015107,699,33,2025-11-13 14:15:57,70.92,Lima,ATM
TRX015108,77,67,2026-01-25 11:40:58,24.17,Lima,POS
TRX015109,1875,88,2026-01-20 20:31:35,51.87,Trujillo,App
TRX015110,2261,53,2026-04-01 16:43:01,14.32,Cusco,ATM
TRX015111,162,44,2025-11-09 05:20:19,260.16,Lima,App
TRX015112,1016,45,2025-10-11 19:24:42,518.11,Piura,App
TRX015113,2676,32,2025-06-27 21:12:59,95.92,Lima,App
TRX015114,2353,95,2026-05-18 06:29:36,281.83,Trujillo,Web
TRX015115,2782,9,2026-06-03 13:12:08,71.87,Cusco,Web
TRX015116,1629,19,2025-11-03 17:12:58,107.87,Arequipa,ATM
TRX015117,627,26,2026-03-15 01:53:34,100.88,Lima,ATM
TRX015118,2427,89,2026-01-25 10:03:51,51.71,Trujillo,POS
TRX015119,381,89,2025-07-28 15:24:11,39.39,Piura,ATM
TRX015120,3036,40,2026-01-06 10:20:44,202.0,Arequipa,ATM
TRX015121,1475,76,2026-04-01 20:08:35,35.06,Trujillo,App
TRX015122,2806,76,2025-07-12 12:29:49,133.98,Piura,ATM
TRX015123,1953,32,2025-06-20 03:51:22,161.59,Piura,App
TRX015124,2689,21,2025-12-02 08:29:49,111.8,Cusco,Web
TRX015125,2925,67,2026-06-01 21:12:24,169.66,Trujillo,Web
TRX015126,1525,51,2026-05-27 05:13:15,69.2,Trujillo,Web
TRX015127,2528,56,2026-01-04 17:17:34,74.45,Lima,POS
TRX015128,1860,81,2025-08-29 08:19:53,339.17,Cusco,ATM
TRX015129,2620,73,2025-12-16 11:57:49,8.24,Cusco,ATM
TRX015130,2867,66,2025-10-13 14:15:22,107.81,Lima,ATM
TRX015131,1089,80,2026-01-22 22:31:54,68.86,Trujillo,Web
TRX015132,2387,53,2025-07-30 16:00:59,13.48,Trujillo,POS
TRX015133,1533,17,2026-03-17 16:48:10,1.17,Trujillo,App
TRX015134,2148,16,2026-01-24 14:26:50,136.77,Lima,ATM
TRX015135,1366,2,2025-12-20 08:07:51,203.09,Lima,POS
TRX015136,1626,32,2025-08-21 02:43:28,168.44,Arequipa,POS
TRX015137,11,16,2026-06-08 11:23:21,74.33,Cusco,Web
TRX015138,2093,37,2026-03-17 08:37:33,6.01,Lima,ATM
TRX015139,2045,3,2025-07-06 18:38:59,46.91,Arequipa,App
TRX015140,2269,54,2026-01-10 02:43:37,205.43,Arequipa,POS
TRX015141,297,100,2025-09-22 22:16:01,105.58,Cusco,POS
TRX015142,393,36,2025-07-24 01:23:41,10.66,Trujillo,App
TRX015143,1402,51,2025-06-15 06:55:43,156.35,Cusco,POS
TRX015144,1460,30,2025-12-01 20:06:09,182.92,Lima,POS
TRX015145,2415,32,2025-12-25 00:53:29,142.45,Trujillo,POS
TRX015146,741,86,2026-02-16 14:56:50,43.43,Piura,App
TRX015147,2340,44,2025-09-08 16:56:11,78.36,Lima,Web
TRX015148,755,57,2026-05-21 09:42:10,87.6,Trujillo,App
TRX015149,2331,44,2026-06-09 17:41:49,31.0,Cusco,Web
TRX015150,2576,15,2026-05-03 08:49:15,259.75,Cusco,POS
TRX015151,1730,57,2026-05-10 01:07:04,5.05,Arequipa,App
TRX015152,2972,5,2026-03-08 02:07:09,125.3,Piura,POS
TRX015153,433,84,2025-11-07 11:31:16,44.5,Cusco,ATM
TRX015154,2399,50,2025-09-15 04:31:53,15.22,Piura,POS
TRX015155,1035,66,2025-10-29 09:39:33,196.43,Trujillo,Web
TRX015156,595,28,2026-03-14 03:19:02,129.59,Trujillo,Web
TRX015157,311,95,2025-07-01 17:37:50,384.04,Lima,ATM
TRX015158,656,17,2026-03-01 21:22:00,78.94,Cusco,App
TRX015159,2160,99,2026-04-29 08:15:50,107.41,Piura,Web
TRX015160,1247,78,2025-08-25 20:26:12,7.68,Arequipa,Web
TRX015161,2833,47,2025-07-06 08:25:36,249.61,Trujillo,Web
TRX015162,1960,30,2026-06-04 06:19:09,116.42,Trujillo,App
TRX015163,1825,41,2026-02-02 11:53:25,181.93,Lima,Web
TRX015164,1061,75,2026-01-12 06:39:34,59.89,Piura,App
TRX015165,2919,8,2025-09-11 17:29:11,111.39,Arequipa,Web
TRX015166,636,19,2025-09-13 05:07:58,22.11,Cusco,App
TRX015167,534,85,2025-08-08 15:33:42,216.86,Piura,POS
TRX015168,1399,29,2025-06-18 21:39:04,44.0,Arequipa,App
TRX015169,553,80,2025-07-28 20:16:42,1.26,Lima,App
TRX015170,2721,33,2025-08-02 09:01:59,191.14,Trujillo,App
TRX015171,748,56,2025-10-19 01:58:05,92.01,Arequipa,Web
TRX015172,517,5,2026-01-23 05:21:27,2.9,Trujillo,App
TRX015173,1531,79,2025-12-30 02:39:53,45.78,Piura,Web
TRX015174,1808,30,2026-05-09 13:21:54,39.77,Lima,POS
TRX015175,1479,93,2025-11-08 01:16:02,147.74,Lima,App
TRX015176,749,93,2025-07-07 07:20:11,50.01,Trujillo,POS
TRX015177,1597,56,2025-07-09 15:56:40,4.28,Trujillo,ATM
TRX015178,1962,24,2025-11-27 03:26:14,25.62,Trujillo,Web
TRX015179,1987,16,2026-03-25 20:41:43,132.2,Cusco,ATM
TRX015180,916,45,2026-04-07 04:03:58,2.94,Cusco,POS
TRX015181,1746,31,2025-08-21 10:55:18,19.89,Trujillo,ATM
TRX015182,1624,67,2026-02-13 01:47:32,160.32,Cusco,ATM
TRX015183,223,46,2025-12-23 14:11:38,102.64,Lima,ATM
TRX015184,1954,7,2026-01-25 09:20:26,187.41,Trujillo,Web
TRX015185,3028,82,2026-01-09 23:25:01,76.28,Lima,ATM
TRX015186,1244,66,2025-12-22 02:38:46,46.04,Cusco,App
TRX015187,882,79,2025-08-11 02:20:08,8.97,Piura,Web
TRX015188,1522,79,2025-09-24 08:08:19,76.55,Trujillo,ATM
TRX015189,2779,60,2025-07-30 05:41:23,58.55,Trujillo,POS
TRX015190,1290,84,2025-09-25 13:08:46,43.89,Trujillo,Web
TRX015191,2847,24,2026-03-09 11:47:42,84.35,Arequipa,POS
TRX015192,1065,73,2025-11-22 11:23:30,27.68,Cusco,Web
TRX015193,796,32,2026-05-24 01:57:32,399.17,Trujillo,POS
TRX015194,1903,89,2025-12-06 08:41:29,127.77,Trujillo,Web
TRX015195,2654,17,2025-11-11 00:58:59,184.84,Lima,POS
TRX015196,1143,87,2026-03-25 22:44:32,41.46,Trujillo,POS
TRX015197,34,86,2025-08-17 06:30:55,113.41,Arequipa,ATM
TRX015198,2269,12,2025-09-11 13:03:01,191.41,Arequipa,ATM
TRX015199,555,54,2025-06-15 10:09:29,271.93,Piura,POS
TRX015200,2374,21,2026-04-15 20:38:31,196.05,Lima,Web
TRX015201,2098,32,2025-09-05 21:35:17,116.39,Piura,App
TRX015202,1985,62,2025-09-03 20:10:03,10.08,Piura,App
TRX015203,2485,47,2025-12-09 16:40:28,51.57,Cusco,App
TRX015204,1001,34,2026-05-12 20:56:31,39.42,Piura,Web
TRX015205,796,37,2026-02-16 16:10:45,242.0,Cusco,POS
TRX015206,1722,3,2025-08-06 05:34:03,231.83,Lima,POS
TRX015207,983,59,2026-05-05 05:13:57,56.92,Cusco,ATM
TRX015208,1536,34,2026-06-03 15:10:49,373.43,Lima,POS
TRX015209,149,21,2026-03-24 18:39:25,200.71,Lima,ATM
TRX015210,2493,44,2025-08-10 04:04:37,32.8,Arequipa,POS
TRX015211,2692,21,2025-12-16 01:34:17,385.41,Lima,POS
TRX015212,1904,44,2026-01-26 03:42:39,32.61,Trujillo,App
TRX015213,189,23,2026-04-28 23:35:22,159.72,Cusco,ATM
TRX015214,1854,81,2026-03-25 11:55:04,78.6,Trujillo,App
TRX015215,477,20,2025-12-14 13:56:23,10.36,Cusco,App
TRX015216,1718,58,2025-11-20 02:10:37,144.94,Piura,App
TRX015217,1870,71,2026-06-05 21:57:03,127.97,Lima,App
TRX015218,1961,11,2026-04-26 07:06:58,27.53,Lima,App
TRX015219,3012,47,2026-06-09 06:50:44,48.02,Lima,ATM
TRX015220,251,56,2025-10-05 17:28:53,275.26,Arequipa,App
TRX015221,2777,63,2026-01-20 17:32:18,288.54,Trujillo,Web
TRX015222,197,9,2025-12-02 19:10:13,17.84,Trujillo,POS
TRX015223,1540,92,2026-03-31 00:52:58,426.83,Arequipa,ATM
TRX015224,1958,81,2025-11-18 03:56:45,74.71,Trujillo,ATM
TRX015225,2296,62,2025-09-17 01:04:47,47.04,Trujillo,Web
TRX015226,179,77,2025-06-28 19:04:25,30.84,Piura,App
TRX015227,2777,93,2026-05-16 15:44:22,72.77,Trujillo,POS
TRX015228,657,97,2026-01-07 01:45:45,47.81,Lima,ATM
TRX015229,1414,69,2025-08-21 11:43:15,90.09,Piura,App
TRX015230,1380,100,2026-04-17 03:09:02,6.89,Arequipa,ATM
TRX015231,999,5,2026-04-03 23:14:11,130.59,Cusco,POS
TRX015232,296,88,2025-11-06 06:54:30,77.36,Lima,App
TRX015233,995,37,2026-03-09 08:52:44,165.97,Arequipa,App
TRX015234,2730,9,2025-06-20 00:52:55,77.9,Cusco,App
TRX015235,1839,45,2025-07-06 16:15:07,204.26,Piura,App
TRX015236,734,34,2025-12-18 09:45:51,163.44,Cusco,Web
TRX015237,816,69,2025-11-06 04:59:22,162.72,Lima,ATM
TRX015238,1980,52,2026-04-11 02:18:42,60.2,Piura,POS
TRX015239,898,97,2026-01-09 22:59:19,60.54,Lima,App
TRX015240,2759,15,2026-01-02 12:18:23,91.92,Lima,POS
TRX015241,1405,7,2025-10-30 20:32:01,42.04,Lima,POS
TRX015242,2514,83,2025-10-23 14:55:02,64.31,Cusco,Web
TRX015243,2904,91,2026-06-10 14:17:26,31.78,Arequipa,POS
TRX015244,2356,86,2026-05-11 23:48:03,28.38,Piura,ATM
TRX015245,175,60,2025-07-18 21:27:17,175.84,Lima,Web
TRX015246,91,25,2025-12-13 20:51:17,105.56,Arequipa,App
TRX015247,2099,77,2025-08-28 23:36:40,50.7,Arequipa,Web
TRX015248,1013,23,2025-11-27 20:33:28,68.66,Trujillo,ATM
TRX015249,2031,4,2025-11-04 04:09:47,350.74,Arequipa,POS
TRX015250,2844,61,2026-05-08 17:30:24,51.27,Lima,ATM
TRX015251,1932,31,2026-03-02 14:24:32,103.5,Cusco,Web
TRX015252,2892,20,2026-05-31 03:31:12,1.45,Arequipa,App
TRX015253,1723,61,2026-03-05 09:03:13,40.83,Lima,Web
TRX015254,2852,53,2025-07-06 18:28:20,345.53,Trujillo,App
TRX015255,209,88,2025-12-09 18:06:21,434.19,Piura,Web
TRX015256,80,8,2026-01-06 10:01:46,24.65,Arequipa,ATM
TRX015257,3029,24,2025-11-01 12:22:38,79.22,Piura,POS
TRX015258,2863,89,2025-10-10 16:42:24,247.45,Cusco,POS
TRX015259,962,60,2025-12-09 16:33:58,131.28,Piura,App
TRX015260,2248,16,2025-12-23 22:25:17,2.38,Cusco,ATM
TRX015261,2213,4,2026-02-11 17:59:07,149.96,Cusco,POS
TRX015262,2994,10,2025-11-06 13:59:35,243.6,Arequipa,App
TRX015263,2864,93,2025-09-01 12:46:42,38.02,Arequipa,POS
TRX015264,2125,59,2025-07-14 04:59:56,197.4,Arequipa,Web
TRX015265,831,99,2025-10-02 23:11:44,107.99,Piura,POS
TRX015266,1581,2,2026-02-01 15:28:07,117.04,Trujillo,ATM
TRX015267,998,13,2026-06-04 13:17:41,27.33,Lima,POS
TRX015268,2369,67,2025-10-14 07:40:43,48.13,Arequipa,ATM
TRX015269,668,70,2025-09-04 22:42:05,225.77,Lima,ATM
TRX015270,2371,86,2025-08-02 12:13:58,290.61,Piura,App
TRX015271,1344,58,2025-11-01 13:17:58,2.63,Arequipa,Web
TRX015272,1888,39,2026-06-05 09:50:34,286.8,Trujillo,Web
TRX015273,2045,35,2026-04-23 01:38:09,5.27,Lima,App
TRX015274,1767,39,2025-11-03 19:54:17,29.64,Trujillo,POS
TRX015275,2355,19,2025-10-15 14:12:26,206.18,Cusco,Web
TRX015276,2726,38,2026-01-15 02:51:03,95.66,Arequipa,ATM
TRX015277,2827,28,2025-06-26 13:24:24,341.32,Arequipa,Web
TRX015278,2754,79,2026-01-21 01:35:47,80.42,Piura,Web
TRX015279,2470,94,2025-06-18 15:54:58,0.35,Arequipa,ATM
TRX015280,2534,88,2025-10-18 02:26:08,288.97,Trujillo,POS
TRX015281,2901,4,2025-09-04 06:09:17,172.52,Arequipa,ATM
TRX015282,2118,15,2025-11-23 02:54:39,55.03,Lima,App
TRX015283,1303,28,2026-02-13 16:11:43,196.5,Arequipa,POS
TRX015284,2841,51,2025-07-02 04:19:06,0.97,Arequipa,Web
TRX015285,558,27,2025-12-09 22:36:57,29.96,Piura,Web
TRX015286,1674,47,2025-06-18 14:14:25,40.56,Trujillo,Web
TRX015287,1221,18,2025-10-10 15:42:31,303.11,Piura,Web
TRX015288,1384,7,2026-01-18 11:39:53,11.29,Lima,ATM
TRX015289,1357,11,2025-07-23 11:23:42,149.81,Cusco,Web
TRX015290,2381,11,2025-11-15 14:53:36,78.04,Arequipa,App
TRX015291,1114,19,2025-10-17 23:02:36,56.1,Cusco,App
TRX015292,2614,99,2025-09-30 11:40:26,54.57,Lima,Web
TRX015293,197,35,2025-12-18 12:59:17,43.84,Lima,ATM
TRX015294,492,86,2026-05-24 04:18:04,192.15,Lima,Web
TRX015295,130,5,2026-02-17 01:09:16,93.14,Piura,Web
TRX015296,2800,95,2026-01-21 04:16:48,45.71,Piura,Web
TRX015297,2410,69,2025-07-10 16:15:06,77.27,Cusco,App
TRX015298,860,38,2026-03-03 03:31:48,37.63,Piura,Web
TRX015299,1572,37,2026-02-20 23:54:35,637.02,Trujillo,ATM
TRX015300,2455,91,2025-07-19 01:06:28,155.34,Lima,POS
TRX015301,2550,88,2025-09-20 23:10:29,3.93,Arequipa,POS
TRX015302,2210,58,2026-04-03 13:36:55,40.05,Piura,Web
TRX015303,3030,100,2026-01-08 12:33:52,4.07,Lima,POS
TRX015304,2532,7,2025-09-07 13:20:24,0.11,Cusco,App
TRX015305,1211,15,2026-06-03 10:16:50,151.08,Lima,ATM
TRX015306,370,92,2026-06-01 23:36:01,89.78,Arequipa,POS
TRX015307,2506,98,2025-11-10 01:39:14,54.02,Cusco,POS
TRX015308,1219,63,2025-09-01 04:21:37,24.13,Piura,POS
TRX015309,1765,2,2026-04-22 03:03:13,221.4,Lima,App
TRX015310,834,73,2026-05-25 17:06:18,257.68,Piura,App
TRX015311,2265,30,2026-01-14 19:40:47,132.45,Piura,App
TRX015312,604,76,2025-08-31 19:26:08,50.51,Piura,App
TRX015313,2742,75,2026-03-08 00:21:10,70.16,Arequipa,Web
TRX015314,243,38,2025-07-17 02:49:04,15.39,Trujillo,Web
TRX015315,998,20,2026-01-11 01:23:25,155.62,Lima,POS
TRX015316,2637,8,2025-09-02 17:40:10,98.2,Trujillo,Web
TRX015317,2442,9,2025-09-25 23:52:51,18.72,Lima,App
TRX015318,149,18,2025-06-23 21:04:30,31.49,Lima,App
TRX015319,1519,36,2025-08-09 15:08:29,108.47,Cusco,POS
TRX015320,3012,54,2025-12-05 10:05:36,88.06,Piura,Web
TRX015321,2120,37,2026-03-04 06:29:46,95.24,Piura,App
TRX015322,240,50,2025-11-02 08:31:38,76.4,Trujillo,ATM
TRX015323,2214,22,2026-01-05 12:41:26,132.36,Trujillo,App
TRX015324,487,65,2025-10-25 13:33:56,0.42,Arequipa,App
